Execution Date,Network Code,Subnetwork,Region,Area,People,Water heating,General heating,Usage kWh,Retailer,Plan Name,Tariffs and discounts,Plan attributes,Estimated yearly cost,Prices last changed,Result URL
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Heat pump,"11,884",Pulse Energy,Price Promise Plan Standard User Uncontrolled with Controlled (All Day),Daily charge: $3.6800 | Uncontrolled: $0.3610 | Controlled: $0.2547 | ,No fixed term contract,"$5,118",April 2026 ,https://www.powerswitch.org.nz/results?p=VoqglWxqmw
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Heat pump,"11,884",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $3.7508 | Peak: $0.4218 | Off-peak: $0.3298 | Night: $0.2109 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,287",March 2026 ,https://www.powerswitch.org.nz/results?p=VoqglWxqmw
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Heat pump,"11,884",Contact Energy,Good Nights Standard Plan,Daily charge: $3.2626 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4197 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,307",April 2026 ,https://www.powerswitch.org.nz/results?p=VoqglWxqmw
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Heat pump,"11,884",Electric Kiwi,MoveMaster All Inclusive Residential (Standard User),All Inclusive Fixed Charge: $1.8100 | All Inclusive Peak: $0.6593 | All Inclusive Shoulder: $0.3956 | All Inclusive Night: $0.3297 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,485",July 2025 ,https://www.powerswitch.org.nz/results?p=VoqglWxqmw
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Heat pump,"11,884",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.9863 | Day - cents/kWh: $0.4415 | Night - cents/kWh: $0.2330 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,528",June 2026 ,https://www.powerswitch.org.nz/results?p=VoqglWxqmw
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Heat pump,"11,884",Electric Kiwi,Everyday All Inclusive Residential (Standard User),Daily Fixed Charge (All Inclusive): $1.8100 | All Inclusive variable charge peak: $0.4701 | All Inclusive variable charge off-peak: $0.4701 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$5,632",July 2025 ,https://www.powerswitch.org.nz/results?p=VoqglWxqmw
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Powershop,TOU Uncontrolled with Controlled and Night,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$4,386",April 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Mercury,Everyday Open Term Standard - ComboNight,Daily charge: $3.7490 | Anytime: $0.3250 | Controlled: $0.1981 | Night Meter: $0.1861 | ,No fixed term contract,"$4,434",January 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Meridian Energy,Freedom Plan Anytime with Controlled and Night,Daily: $3.1582 | Anytime: $0.3521 | Controlled: $0.2459 | Night: $0.2198 | ,No fixed term contract,"$4,653",March 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Genesis Energy,PowerHome Uncontrolled with Controlled Energy Plus Night Only (Standard user),Daily Fixed Charge: $2.9863 | Uncontrolled: $0.3886 | Controlled: $0.2501 | Night Only: $0.1998 | ,No fixed term contract,"$4,785",January 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Contact Energy,Basic Anytime with Economy plus Night,Daily charge: $3.0337 | Anytime: $0.3519 | Economy: $0.2702 | Night: $0.2484 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$4,795",April 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Contact Energy,Broadband Bundle Anytime with Economy plus Night,Daily charge: $3.0337 | Anytime: $0.3519 | Economy: $0.2702 | Night: $0.2484 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$4,795*",April 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Mercury,Flex - Standard use,Daily (c/day): $3.7490 | Peak (c/kWh): $0.3764 | Off Peak (c/kWh): $0.2336 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$4,827",June 2023 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Contact Energy,Good Weekends Standard Plan,Daily charge: $3.3787 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.3749 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$5,077",April 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $3.7508 | Peak: $0.4218 | Off-peak: $0.3298 | Night: $0.2109 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,130",March 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Contact Energy,Good Nights Standard Plan,Daily charge: $3.2626 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4197 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,340",April 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric hot water cylinder,Night store heater,"11,980",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.9863 | Day - cents/kWh: $0.4415 | Night - cents/kWh: $0.2330 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,341",June 2026 ,https://www.powerswitch.org.nz/results?p=VELwexVvoz
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Hanergy,Freedom Plan Uncontrolled (Standard User),Daily Charge: $3.2775 | Uncontrolled: $0.2781 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$4,315",April 2025 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Electric Kiwi,Sunday Saver Residential (Standard User),Anytime Plan Fixed Charge: $3.2700 | Anytime Plan variable charge Peak: $0.4407 | Anytime Plan variable charge Off Peak: $0.3967 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$4,457*",June 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Mercury,Flex - Standard use,Daily (c/day): $3.7490 | Peak (c/kWh): $0.3764 | Off Peak (c/kWh): $0.2336 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$4,679",June 2023 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Powershop,TOU Uncontrolled,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$4,739",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Contact Energy,Good Weekends Standard Plan,Daily charge: $3.3787 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.3749 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$4,804",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Mercury,Everyday Open Term Standard - Anytime,Daily charge: $3.7490 | Anytime: $0.3250 | ,No fixed term contract,"$4,985",January 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $3.7508 | Peak: $0.4218 | Off-peak: $0.3298 | Night: $0.2109 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,038",March 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Contact Energy,Good Nights Standard Plan,Daily charge: $3.2626 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4197 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,045",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Contact Energy,Basic Anytime,Daily charge: $3.0337 | Anytime: $0.3519 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,048",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Contact Energy,Broadband Bundle Anytime,Daily charge: $3.0337 | Anytime: $0.3519 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,048*",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Meridian Energy,Freedom Plan Anytime,Daily: $3.1582 | Anytime: $0.3521 | ,No fixed term contract,"$5,071",March 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.9863 | Day - cents/kWh: $0.4415 | Night - cents/kWh: $0.2330 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,245",June 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Pulse Energy,Price Promise Plan Standard User Uncontrolled (All Day),Daily charge: $3.6800 | Uncontrolled: $0.3610 | ,No fixed term contract,"$5,360",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Genesis Energy,PowerHome Uncontrolled (Standard user),Daily Fixed Charge: $2.9863 | Uncontrolled: $0.3886 | ,No fixed term contract,"$5,414",January 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $1.8100 | Anytime Peak: $0.7025 | Anytime Shoulder: $0.4215 | Anytime Night: $0.3513 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,474",July 2025 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Pulse Energy,Power Shift Standard User,Daily Charge: $3.3350 | Weekdays Peak: $0.5977 | Weekdays Off-Peak: $0.3718 | Weekends Peak: $0.2989 | Weekends Off-Peak: $0.1859 | Weekdays Night: $0.3177 | Weekends Night: $0.1589 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,557",April 2026 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Heat pump,"11,128",Electric Kiwi,Everyday Anytime Residential (Standard User),Daily Fixed Charge (Anytime): $1.8100 | Anytime variable charge peak: $0.5059 | Anytime variable charge off-peak: $0.5059 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$5,670",July 2025 ,https://www.powerswitch.org.nz/results?p=vkMqyrdrkj
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Hanergy,Freedom Plan Uncontrolled (Standard User),Daily Charge: $3.2775 | Uncontrolled: $0.2781 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$4,342",April 2025 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Electric Kiwi,Sunday Saver Residential (Standard User),Anytime Plan Fixed Charge: $3.2700 | Anytime Plan variable charge Peak: $0.4407 | Anytime Plan variable charge Off Peak: $0.3967 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$4,471*",June 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Mercury,Flex - Standard use,Daily (c/day): $3.7490 | Peak (c/kWh): $0.3764 | Off Peak (c/kWh): $0.2336 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$4,602",June 2023 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Powershop,TOU Uncontrolled,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$4,694",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Contact Energy,Good Weekends Standard Plan,Daily charge: $3.3787 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.3749 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$4,834",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Octopus Energy,OctopusFlexi Standard User TOU plan,Daily charge: $3.7508 | Peak: $0.4218 | Off-peak: $0.3298 | Night: $0.2109 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$4,880",March 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Mercury,Everyday Open Term Standard - Anytime,Daily charge: $3.7490 | Anytime: $0.3250 | ,No fixed term contract,"$5,016",January 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $2.9863 | Day - cents/kWh: $0.4415 | Night - cents/kWh: $0.2330 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,058",June 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Contact Energy,Good Nights Standard Plan,Daily charge: $3.2626 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.4197 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,079",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Contact Energy,Basic Anytime,Daily charge: $3.0337 | Anytime: $0.3519 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,082",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Contact Energy,Broadband Bundle Anytime,Daily charge: $3.0337 | Anytime: $0.3519 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,082*",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Meridian Energy,Freedom Plan Anytime,Daily: $3.1582 | Anytime: $0.3521 | ,No fixed term contract,"$5,105",March 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $1.8100 | Anytime Peak: $0.7025 | Anytime Shoulder: $0.4215 | Anytime Night: $0.3513 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,332",July 2025 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Pulse Energy,Price Promise Plan Standard User Uncontrolled (All Day),Daily charge: $3.6800 | Uncontrolled: $0.3610 | ,No fixed term contract,"$5,395",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
21/07/2026,COUP,NULL,Auckland,Pukekohe,5+ people,Electric continuous hot water,Night store heater,"11,224",Pulse Energy,Power Shift Standard User,Daily Charge: $3.3350 | Weekdays Peak: $0.5977 | Weekdays Off-Peak: $0.3718 | Weekends Peak: $0.2989 | Weekends Off-Peak: $0.1859 | Weekdays Night: $0.3177 | Weekends Night: $0.1589 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,402",April 2026 ,https://www.powerswitch.org.nz/results?p=BkzzJgjPkr
